metric,metricType,metricDisplayName,metricExplanatory,parentKPI,Category,SunburstCode,SunburstWeight,normalBottom,normalTop,lowBottom,lowTop,midBottom,midTop,highBottom,highTop
usersPsS1mmeDedicatedEpsBearerContextActivationResponsePerDelay,counter,Users Ps S1Mme Dedicated Eps Bearer Context Activation Response Per Delay,Number of users Ps S1mme Dedicated Eps Bearer Context Activation Response Per Delay,psS1mmeDedicatedEpsBearerContextActivationDelay,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Delay (ms)-Users Ps S1Mme Dedicated Eps Bearer Context Activation Response Per Delay,1440.387097,,,,,,,,
usersPsS1mmeDedicatedEpsBearerContextActivationResponses,counter,Users Ps S1Mme Dedicated Eps Bearer Context Activation Responses,Number of users Ps S1mme Dedicated Eps Bearer Context Activation Responses,psS1mmeDedicatedEpsBearerContextActivationDelay,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Delay (ms)-Users Ps S1Mme Dedicated Eps Bearer Context Activation Responses,1440.387097,,,,,,,,
psS1mmeDedicatedEpsBearerContextActivationWithResponseTimeThresholdViolation,counter,Ps S1Mme Dedicated Eps Bearer Context Activation With Response Time Threshold Violation,Number of ps S1mme Dedicated Eps Bearer Context Activation With Response Time Threshold Violation,psS1mmeDedicatedEpsBearerContextActivationDelay,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Delay (ms)-Ps S1Mme Dedicated Eps Bearer Context Activation With Response Time Threshold Violation,1440.387097,,,,,,,,
psS1mmeDedicatedEpsBearerContextActivationResponses,counter,Ps S1Mme Dedicated Eps Bearer Context Activation Responses,Number of ps S1mme Dedicated Eps Bearer Context Activation Responses,psS1mmeDedicatedEpsBearerContextActivationDelay,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Delay (ms)-Ps S1Mme Dedicated Eps Bearer Context Activation Responses,1440.387097,,,,,,,,
usersPss1mmeDedicatedEpsBearerContextActivationResponsesWithErabCause,counter,Users Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,Number of users Pss1mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,1440.387097,,,,,,,,
usersPsS1mmeDedicatedEpsBearerContextActivationAttempts,counter,Users Ps S1Mme Dedicated Eps Bearer Context Activation Attempts,Number of users Ps S1mme Dedicated Eps Bearer Context Activation Attempts,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Ps S1Mme Dedicated Eps Bearer Context Activation Attempts,1440.387097,,,,,,,,
usersPss1mmeDedicatedEpsBearerContextActivationResponsesWithEsmCause,counter,Users Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,Number of users Pss1mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
usersFailedPss1mmeDedicatedEpsBearerContextActivationResponsesWithHoCause,counter,Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Ho Cause,Number of users Failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Ho Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Ho Cause,1440.387097,,,,,,,,
failedPss1mmeDedicatedEpsBearerContextActivationResponsesWithHoCause,counter,Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Ho Cause,Number of failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Ho Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Ho Cause,1440.387097,,,,,,,,
pss1mmeDedicatedEpsBearerContextActivationResponsesWithErabCause,counter,Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,Number of pss1mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,1440.387097,,,,,,,,
failedPss1mmeDedicatedEpsBearerContextActivationResponsesWithErabCause,counter,Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,Number of failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,1440.387097,,,,,,,,
pss1mmeDedicatedEpsBearerContextActivationResponsesWithEsmCause,counter,Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,Number of pss1mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
usersFailedPss1mmeDedicatedEpsBearerContextActivationResponsesWithEsmCause,counter,Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,Number of users Failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
usersFailedPss1mmeDedicatedEpsBearerContextActivationResponsesWithErabCause,counter,Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,Number of users Failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Erab Cause,1440.387097,,,,,,,,
failedPss1mmeDedicatedEpsBearerContextActivationResponsesWithEsmCause,counter,Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,Number of failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Esm Cause,1440.387097,,,,,,,,
psS1mmeDedicatedEpsBearerContextActivationAttempts,counter,Ps S1Mme Dedicated Eps Bearer Context Activation Attempts,Number of ps S1mme Dedicated Eps Bearer Context Activation Attempts,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Ps S1Mme Dedicated Eps Bearer Context Activation Attempts,1440.387097,,,,,,,,
usersPss1mmeDedicatedEpsBearerContextActivationResponsesWithEmmEstablishmentCause,counter,Users Pss1Mme Dedicated Eps Bearer Context Activation Responses With Emm Establishment Cause,Number of users Pss1mme Dedicated Eps Bearer Context Activation Responses With Emm Establishment Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Pss1Mme Dedicated Eps Bearer Context Activation Responses With Emm Establishment Cause,1440.387097,,,,,,,,
psS1mmeDedicatedEpsBearerContextActivationAttemptsWithTimeout,counter,Ps S1Mme Dedicated Eps Bearer Context Activation Attempts With Timeout,Number of ps S1mme Dedicated Eps Bearer Context Activation Attempts With Timeout,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Ps S1Mme Dedicated Eps Bearer Context Activation Attempts With Timeout,1440.387097,,,,,,,,
failedPss1mmeDedicatedEpsBearerContextActivationResponsesWithS1APCause,counter,Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With S1 Ap Cause,Number of failed Pss1mme Dedicated Eps Bearer Context Activation Responses With S1 AP Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With S1 Ap Cause,1440.387097,,,,,,,,
psS1mmeDedicatedEpsBearerContextActivationResponses,counter,Ps S1Mme Dedicated Eps Bearer Context Activation Responses,Number of ps S1mme Dedicated Eps Bearer Context Activation Responses,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Ps S1Mme Dedicated Eps Bearer Context Activation Responses,1440.387097,,,,,,,,
pss1mmeDedicatedEpsBearerContextActivationResponsesPerHoCauseCode,counter,Pss1Mme Dedicated Eps Bearer Context Activation Responses Per Ho Cause Code,Number of pss1mme Dedicated Eps Bearer Context Activation Responses Per Ho Cause Code,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Pss1Mme Dedicated Eps Bearer Context Activation Responses Per Ho Cause Code,1440.387097,,,,,,,,
pss1mmeDedicatedEpsBearerContextActivationResponsesWithEmmEstablishmentCause,counter,Pss1Mme Dedicated Eps Bearer Context Activation Responses With Emm Establishment Cause,Number of pss1mme Dedicated Eps Bearer Context Activation Responses With Emm Establishment Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Pss1Mme Dedicated Eps Bearer Context Activation Responses With Emm Establishment Cause,1440.387097,,,,,,,,
usersFailedPss1mmeDedicatedEpsBearerContextActivationResponsesWithS1APCause,counter,Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With S1 Ap Cause,Number of users Failed Pss1mme Dedicated Eps Bearer Context Activation Responses With S1 AP Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With S1 Ap Cause,1440.387097,,,,,,,,
usersPss1mmeDedicatedEpsBearerContextActivationResponsesPerEmmEstablishmentCauseCode,counter,Users Pss1Mme Dedicated Eps Bearer Context Activation Responses Per Emm Establishment Cause Code,Number of users Pss1mme Dedicated Eps Bearer Context Activation Responses Per Emm Establishment Cause Code,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Pss1Mme Dedicated Eps Bearer Context Activation Responses Per Emm Establishment Cause Code,1440.387097,,,,,,,,
usersFailedPss1mmeDedicatedEpsBearerContextActivationResponsesWithRrcEstablishmentCause,counter,Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,Number of users Failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
pss1mmeDedicatedEpsBearerContextActivationResponsesPerEmmEstablishmentCauseCode,counter,Pss1Mme Dedicated Eps Bearer Context Activation Responses Per Emm Establishment Cause Code,Number of pss1mme Dedicated Eps Bearer Context Activation Responses Per Emm Establishment Cause Code,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Pss1Mme Dedicated Eps Bearer Context Activation Responses Per Emm Establishment Cause Code,1440.387097,,,,,,,,
usersPsS1mmeDedicatedEpsBearerContextActivationAttemptsWithTimeout,counter,Users Ps S1Mme Dedicated Eps Bearer Context Activation Attempts With Timeout,Number of users Ps S1mme Dedicated Eps Bearer Context Activation Attempts With Timeout,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Users Ps S1Mme Dedicated Eps Bearer Context Activation Attempts With Timeout,1440.387097,,,,,,,,
pss1mmeDedicatedEpsBearerContextActivationResponsesWithRrcEstablishmentCause,counter,Pss1Mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,Number of pss1mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Pss1Mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
failedPss1mmeDedicatedEpsBearerContextActivationResponsesWithRrcEstablishmentCause,counter,Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,Number of failed Pss1mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,psS1mmeDedicatedEpsBearerContextActivationSuccessRate,Network Accessibility,Network Accessibility-Dedicated Bearer Context Activation Success Rate (%)-Failed Pss1Mme Dedicated Eps Bearer Context Activation Responses With Rrc Establishment Cause,1440.387097,,,,,,,,
